record_id,timestamp_utc,device_id,device_type,location_city,edge_node_id,distance_to_edge_km,network_slice_id,qos_class,protocol,uplink_bandwidth_Mbps,downlink_bandwidth_Mbps,latency_ms,jitter_ms,throughput_Mbps,packet_size_bytes,packet_loss_pct,retransmissions,signal_rssi_dBm,cpu_usage_pct,memory_usage_pct,battery_level_pct,mobility_state,task_type,task_size_kb,model_size_mb,ai_accelerator,inference_time_ms,energy_consumption_j,offload_location,security_scheme,encryption_enabled,enrolled_in_federated_learning,federated_rounds,blockchain_enabled,priority,core_network_latency_ms,task_offload_success,notes,edge_processing_time_ms,end_to_end_latency_ms,is_urlc_like
80,2025-09-07T00:46:36,dro_41604,drone,Lucknow,edge_050,2.711,slice_3,mMTC,HTTP/3,9.452,20.341,7.546,1.119,27.519,601,0.817,1,-62,53.02,62.57,17.0,aerial,voice_processing,41.922,0.5,edge_tpu,5.72,5.844,local,blockchain_enabled,True,1,0,True,low,13.266,1,,4.763,12.826,0
81,2025-09-11T16:23:56,wea_15741,wearable,Chennai,edge_003,1.758,slice_9,eMBB,QUIC,0.284,0.557,24.947,0.796,-1.671,179,1.486,0,-68,10.71,12.35,24.6,static,anomaly_detection,15.79,0.1,none,21.074,0.586,edge,dtls,True,0,0,False,medium,40.436,1,,17.921,49.94,0
82,2025-09-11T01:39:27,tra_54438,traffic_sensor,Jaipur,edge_032,0.216,slice_9,mMTC,HTTP/3,1.184,2.521,23.66,0.539,-2.701,497,1.445,1,-57,25.36,37.35,73.4,mobile,anomaly_detection,252.542,10.0,none,13.09,2.705,edge,tls,True,0,0,False,medium,26.977,1,,14.848,39.209,0
83,2025-09-23T16:56:36,rob_56077,robotic_arm,Chennai,edge_003,3.989,slice_5,mMTC,TCP,0.393,23.143,2.779,0.446,29.403,334,1.393,0,-58,66.83,55.52,12.9,aerial,video_analytics,33.012,10.0,gpu,1.31,57.815,hybrid,tls,True,0,0,False,medium,13.658,1,,1.393,3.847,0
84,2025-09-05T06:19:56,sma_26545,smart_camera,Chennai,edge_016,4.26,slice_10,eMBB,HTTP/3,2.909,8.187,9.325,1.279,13.002,1303,1.452,1,-60,50.38,37.62,70.4,aerial,anomaly_detection,73.021,5.0,none,6.759,7.085,edge,tls,True,0,0,False,high,0.239,1,,5.582,13.969,0
85,2025-09-27T03:13:00,ind_75410,industrial_sensor,Ahmedabad,edge_025,1.598,slice_5,eMBB,TCP,1.027,0.668,5.961,1.127,1.768,102,1.957,1,-72,26.44,26.83,100.0,aerial,image_inference,55.158,10.0,tiny_ml,4.511,1.56,local,tls,True,0,0,False,low,6.083,1,,4.314,6.095,0
86,2025-09-18T20:46:46,dro_97535,drone,Mumbai,edge_046,5.5,slice_5,eMBB,UDP,11.336,1.709,4.545,0.227,10.18,1001,2.345,0,-71,31.83,21.44,41.5,vehicular,video_analytics,81.8,5.0,gpu,3.614,39.048,local,blockchain_enabled,True,0,0,True,high,3.538,1,,3.294,11.304,0
87,2025-09-28T18:42:53,dro_71263,drone,Lucknow,edge_009,4.843,slice_7,URLLC,CoAP,3.421,5.865,4.643,1.774,12.696,246,1.093,1,-48,60.62,58.59,70.4,static,image_inference,137.867,1.0,gpu,3.058,27.555,edge,tls,True,0,0,False,high,4.449,1,,3.153,1.752,1
88,2025-09-23T00:02:11,ind_26912,industrial_sensor,Pune,edge_033,0.883,slice_3,URLLC,HTTP/3,1.836,0.578,0.2,0.073,7.858,97,0.019,0,-65,27.57,34.73,1.0,vehicular,control_command,11.803,5.0,none,0.093,1.405,edge,blockchain_enabled,True,1,2,True,medium,-2.476,1,,0.094,1.277,1
89,2025-09-30T04:30:06,ind_87569,industrial_sensor,Bengaluru,edge_010,6.984,slice_10,eMBB,HTTP/3,0.263,1.467,2.463,0.446,-0.555,57,0.978,0,-66,17.67,18.04,22.7,static,voice_processing,74.719,5.0,npu,1.93,0.624,edge,tls,True,0,0,False,medium,21.641,1,,1.915,4.763,0
90,2025-09-28T11:38:36,rob_92203,robotic_arm,Delhi,edge_019,0.422,slice_7,eMBB,HTTP/3,20.37,20.125,1.941,0.451,40.425,332,0.757,0,-64,41.57,50.5,46.9,aerial,predictive_maintenance,61.771,0.5,none,1.086,17.005,hybrid,tls,True,0,0,False,low,19.486,1,,1.005,10.666,0
91,2025-09-19T23:42:37,tra_27139,traffic_sensor,Ahmedabad,edge_033,0.425,slice_8,eMBB,HTTP/3,1.2,3.141,10.875,0.611,2.765,208,1.064,1,-60,15.23,30.37,68.0,aerial,image_inference,104.641,0.5,tiny_ml,8.773,2.746,hybrid,tls,True,1,1,False,low,18.658,1,,7.502,13.882,0
92,2025-09-26T04:31:16,wea_30885,wearable,Jaipur,edge_033,5.089,slice_8,mMTC,HTTP/3,0.352,0.135,22.87,1.572,-4.562,297,1.349,0,-59,10.44,13.62,84.0,mobile,predictive_maintenance,14.944,5.0,npu,18.786,0.409,edge,tls,True,0,0,False,medium,35.101,1,,20.607,41.774,0
93,2025-09-22T22:04:01,sma_24089,smart_camera,Delhi,edge_009,1.125,slice_7,eMBB,QUIC,8.95,13.647,9.782,0.158,14.781,69,1.258,1,-65,42.14,69.04,83.6,vehicular,voice_processing,17.229,1.0,tiny_ml,8.75,2.617,edge,tls,True,1,2,False,medium,12.763,1,,10.079,20.453,0
94,2025-09-20T02:48:26,aut_61629,autonomous_vehicle,Ahmedabad,edge_022,4.296,slice_4,mMTC,TCP,33.588,46.367,4.166,0.507,78.996,769,1.951,1,-71,58.07,90.1,63.2,vehicular,anomaly_detection,46.217,1.0,tiny_ml,1.958,26.898,hybrid,tls,True,1,1,False,low,13.46,1,,2.306,6.879,0
95,2025-09-16T12:37:58,tra_90805,traffic_sensor,Chennai,edge_038,1.439,slice_9,mMTC,QUIC,3.226,3.081,13.385,0.286,11.236,164,0.15,0,-61,37.89,25.66,94.5,vehicular,video_analytics,41.533,100.0,edge_tpu,10.208,8.118,cloud,tls,True,1,1,False,medium,21.811,1,,8.406,21.142,0
96,2025-09-30T01:58:16,rob_44803,robotic_arm,Hyderabad,edge_037,0.505,slice_8,URLLC,HTTP/3,49.346,8.866,1.877,0.365,63.175,431,0.127,0,-62,79.86,70.7,100.0,mobile,voice_processing,28.023,10.0,edge_tpu,0.93,5.521,cloud,tls,True,0,0,False,medium,-11.043,1,,1.019,3.653,1
97,2025-09-21T22:07:26,tra_36724,traffic_sensor,Lucknow,edge_033,3.117,slice_1,mMTC,TCP,1.258,1.791,13.533,0.285,-0.901,574,1.03,1,-72,35.1,32.18,81.4,aerial,predictive_maintenance,173.817,1.0,edge_tpu,7.73,2.761,hybrid,tls,True,0,0,False,medium,19.617,1,,8.43,19.184,0
98,2025-09-25T12:06:37,sma_89963,smart_meter,Hyderabad,edge_013,3.052,slice_4,eMBB,CoAP,0.064,0.194,54.822,3.328,2.704,71,1.411,0,-68,6.09,5.31,100.0,aerial,anomaly_detection,46.949,1.0,npu,29.425,0.089,cloud,blockchain_enabled,True,0,0,True,high,61.259,1,,34.687,91.581,0
99,2025-09-18T18:06:38,tra_61712,traffic_sensor,Bengaluru,edge_050,2.996,slice_2,URLLC,HTTP/3,4.196,2.191,9.602,0.486,7.339,140,0.0,1,-63,14.34,15.08,84.0,mobile,anomaly_detection,47.771,1.0,tiny_ml,4.365,3.06,edge,tls,True,0,0,False,medium,13.878,1,,3.934,7.572,1
100,2025-09-27T18:42:28,sma_97796,smart_camera,Hyderabad,edge_015,2.819,slice_6,URLLC,TCP,4.911,12.605,6.614,1.219,21.412,153,0.0,0,-69,58.24,54.2,86.3,mobile,image_inference,60.633,5.0,none,3.305,8.386,edge,blockchain_enabled,True,1,2,True,low,9.244,1,,3.625,11.162,1
101,2025-09-29T20:54:48,sma_21725,smart_camera,Ahmedabad,edge_015,3.96,slice_1,mMTC,CoAP,17.781,9.81,9.922,0.579,41.029,718,1.212,0,-68,40.83,60.54,93.5,static,voice_processing,61.219,0.5,none,8.742,3.873,hybrid,blockchain_enabled,True,1,2,True,low,20.057,1,,7.185,16.306,0
102,2025-09-29T13:43:23,sma_49110,smart_camera,Mumbai,edge_039,6.437,slice_9,eMBB,QUIC,8.569,10.06,6.038,1.524,21.685,719,1.339,0,-51,37.32,71.74,80.3,vehicular,anomaly_detection,12.665,1.0,npu,3.192,6.045,edge,tls,True,0,0,False,high,12.185,1,,3.36,13.447,0
103,2025-09-11T09:02:56,sma_84420,smart_meter,Lucknow,edge_012,1.072,slice_7,eMBB,UDP,0.25,0.123,33.6,1.068,-3.388,72,1.066,0,-65,4.46,6.62,100.0,mobile,control_command,7.462,5.0,edge_tpu,19.884,0.039,local,tls,True,0,0,False,medium,26.94,1,,18.698,58.564,0
104,2025-09-30T06:36:56,dro_49576,drone,Lucknow,edge_047,2.133,slice_6,eMBB,TCP,16.372,16.916,6.767,0.441,23.998,265,0.681,0,-66,31.14,48.02,74.6,aerial,image_inference,45.68,50.0,none,5.042,11.027,cloud,tls,True,0,0,False,medium,6.544,1,,5.584,12.358,0
105,2025-09-12T17:18:27,dro_90560,drone,Bengaluru,edge_015,1.606,slice_10,URLLC,QUIC,9.396,2.472,6.348,0.166,12.252,425,0.031,0,-63,56.12,55.09,89.9,mobile,predictive_maintenance,29.229,5.0,gpu,4.207,9.326,cloud,blockchain_enabled,True,0,0,True,medium,3.451,1,,4.818,16.338,1
106,2025-09-28T14:03:26,aut_18094,autonomous_vehicle,Hyderabad,edge_033,1.9,slice_3,eMBB,HTTP/3,19.023,81.497,2.494,1.301,99.479,902,0.085,1,-78,68.36,83.28,58.3,aerial,video_analytics,63.769,0.5,edge_tpu,1.638,121.711,edge,tls,True,1,2,False,medium,8.362,1,,1.549,4.095,0
107,2025-09-16T23:02:35,rob_98181,robotic_arm,Pune,edge_047,5.913,slice_1,eMBB,TCP,24.014,16.637,2.742,0.509,32.339,441,1.635,4,-50,38.59,79.94,6.2,static,predictive_maintenance,134.037,1.0,edge_tpu,1.744,14.982,hybrid,tls,True,0,0,False,medium,-6.246,1,,1.762,2.606,0
108,2025-09-22T09:45:24,ind_94085,industrial_sensor,Kolkata,edge_024,2.887,slice_7,mMTC,QUIC,1.094,1.565,5.071,0.711,9.021,190,1.888,0,-68,20.25,28.79,96.0,vehicular,predictive_maintenance,7.405,0.1,gpu,4.51,1.564,local,dtls,True,0,0,False,low,0.604,1,,3.82,15.129,0
109,2025-09-28T10:19:28,sma_70686,smart_meter,Ahmedabad,edge_028,3.683,slice_4,mMTC,QUIC,0.08,0.178,74.711,4.282,-1.219,95,0.793,0,-64,4.45,7.78,100.0,static,predictive_maintenance,36.284,0.5,none,63.095,0.045,hybrid,tls,True,0,0,False,high,92.5,1,,60.998,138.271,0
110,2025-10-01T00:28:10,sma_68515,smart_camera,Pune,edge_044,1.784,slice_7,mMTC,QUIC,5.683,1.453,7.244,0.891,2.811,327,0.149,0,-81,52.29,42.3,85.9,mobile,telemetry_aggregation,266.345,10.0,edge_tpu,4.053,2.657,cloud,blockchain_enabled,True,0,0,True,medium,5.257,1,,3.827,12.084,0
111,2025-09-16T15:34:50,dro_41051,drone,Ahmedabad,edge_010,9.933,slice_5,eMBB,HTTP/3,11.087,2.535,7.774,2.463,6.107,177,0.628,0,-72,14.7,41.78,66.8,aerial,telemetry_aggregation,151.194,5.0,npu,4.591,8.938,edge,blockchain_enabled,True,0,0,True,medium,11.926,1,,4.009,14.845,0
112,2025-09-16T13:23:42,tra_29558,traffic_sensor,Bengaluru,edge_025,0.213,slice_4,eMBB,UDP,2.757,3.006,13.12,0.009,12.635,278,0.275,1,-58,24.22,24.74,72.6,static,control_command,39.696,50.0,tiny_ml,6.841,1.756,local,secure_element,True,0,0,False,high,12.89,1,,7.92,22.863,0
113,2025-09-06T11:43:41,rob_58637,robotic_arm,Hyderabad,edge_035,4.856,slice_10,eMBB,TCP,42.929,43.741,2.13,0.521,92.176,308,2.566,2,-53,71.03,61.68,1.0,mobile,image_inference,34.299,5.0,npu,0.868,45.032,hybrid,tls,True,0,0,False,low,5.199,0,,0.746,3.668,0
114,2025-09-13T18:38:28,aut_72773,autonomous_vehicle,Lucknow,edge_045,1.92,slice_4,eMBB,QUIC,22.424,29.513,2.317,1.069,47.528,183,1.281,2,-60,76.78,79.03,52.7,vehicular,voice_processing,18.683,10.0,gpu,1.857,23.268,edge,tls,True,0,0,False,medium,15.878,1,,1.958,1.296,0
115,2025-09-19T23:54:08,dro_36624,drone,Kolkata,edge_021,0.994,slice_4,eMBB,TCP,4.434,6.297,5.884,0.401,6.914,206,0.871,2,-66,40.3,51.85,60.1,aerial,image_inference,23.138,5.0,none,3.077,22.683,edge,tls,True,0,0,False,medium,5.207,1,,3.557,9.629,0
116,2025-09-25T17:17:04,dro_43728,drone,Jaipur,edge_047,7.402,slice_6,URLLC,HTTP/3,5.937,18.944,3.735,0.078,31.076,844,0.0,0,-81,46.35,31.06,91.2,static,predictive_maintenance,43.351,1.0,gpu,1.585,12.832,cloud,tls,True,0,0,False,high,10.206,1,,1.846,8.451,1
117,2025-09-09T07:57:43,wea_18908,wearable,Hyderabad,edge_001,0.121,slice_1,eMBB,TCP,0.193,0.734,21.357,1.304,1.004,133,1.268,0,-54,7.11,15.24,71.3,aerial,video_analytics,16.624,5.0,gpu,16.255,1.467,local,tls,True,0,0,False,medium,18.777,1,,18.162,40.151,0
118,2025-09-07T04:40:58,tra_33496,traffic_sensor,Ahmedabad,edge_007,1.803,slice_10,eMBB,QUIC,1.416,3.386,8.531,0.232,14.71,69,0.819,1,-67,16.59,27.83,93.7,vehicular,telemetry_aggregation,22.782,10.0,gpu,4.692,1.219,edge,tls,True,0,0,False,low,19.579,1,,4.084,16.322,0
119,2025-09-21T16:10:59,sma_22255,smart_camera,Kolkata,edge_025,2.332,slice_1,eMBB,TCP,2.409,16.108,13.556,0.766,7.036,415,1.0,0,-63,42.28,55.26,100.0,vehicular,video_analytics,84.465,0.1,none,5.711,19.515,edge,blockchain_enabled,True,0,0,True,high,23.366,1,,6.436,22.143,0
120,2025-09-04T06:14:54,rob_45532,robotic_arm,Delhi,edge_005,0.609,slice_1,eMBB,HTTP/3,8.0,39.232,2.144,0.289,52.859,188,1.301,1,-61,49.9,99.19,48.5,mobile,video_analytics,29.072,5.0,npu,1.032,58.929,local,none,False,1,3,False,high,-0.072,1,,0.94,1.45,0
121,2025-09-28T05:48:02,tra_98740,traffic_sensor,Kolkata,edge_022,8.054,slice_2,mMTC,QUIC,2.403,0.406,15.476,0.752,3.891,187,1.43,0,-74,23.64,11.91,55.1,static,control_command,102.739,5.0,npu,12.176,0.636,edge,tls,True,0,0,False,high,20.143,1,,14.233,26.751,0
122,2025-09-13T01:48:00,rob_74304,robotic_arm,Ahmedabad,edge_023,2.52,slice_10,eMBB,TCP,7.116,15.953,2.416,0.794,24.289,494,1.132,0,-60,50.13,55.68,96.6,static,predictive_maintenance,45.588,1.0,none,1.86,24.971,edge,tls,True,0,0,False,medium,7.823,1,,2.016,4.96,0
123,2025-09-23T14:09:16,sma_50405,smart_camera,Delhi,edge_024,1.78,slice_3,URLLC,QUIC,10.438,3.806,5.025,0.492,11.162,202,0.217,1,-71,70.89,58.39,58.3,static,image_inference,17.52,100.0,edge_tpu,2.978,9.897,edge,tls,True,1,1,False,medium,11.871,1,,3.318,7.77,1
124,2025-09-13T18:48:54,aut_83339,autonomous_vehicle,Ahmedabad,edge_037,1.267,slice_3,eMBB,HTTP/3,44.323,46.5,1.578,1.219,90.044,309,1.264,0,-52,45.99,84.85,100.0,aerial,telemetry_aggregation,86.803,1.0,tiny_ml,1.376,16.464,edge,tls,True,1,2,False,medium,11.537,1,,1.148,4.735,0
125,2025-09-07T04:37:53,wea_70012,wearable,Delhi,edge_009,2.144,slice_6,mMTC,UDP,0.538,0.965,18.794,3.127,3.162,73,1.358,0,-80,8.59,14.69,100.0,aerial,image_inference,31.706,0.5,tiny_ml,10.531,0.554,local,blockchain_enabled,True,0,0,True,low,26.763,1,,10.88,28.52,0
126,2025-09-21T07:58:56,dro_33283,drone,Delhi,edge_021,1.981,slice_8,eMBB,CoAP,1.445,15.68,5.611,0.706,24.936,320,1.186,1,-64,33.59,50.49,52.3,aerial,voice_processing,351.649,0.5,gpu,2.749,6.856,hybrid,tls,True,0,0,False,medium,0.986,1,,3.102,7.867,0
127,2025-09-23T06:50:12,rob_37479,robotic_arm,Mumbai,edge_019,2.032,slice_7,mMTC,TCP,17.937,9.663,3.484,1.057,19.584,127,0.394,1,-68,48.54,69.32,83.6,mobile,control_command,23.887,5.0,none,2.228,14.162,hybrid,tls,True,0,0,False,medium,-4.047,1,,2.55,10.193,0
128,2025-09-03T18:50:03,tra_81256,traffic_sensor,Ahmedabad,edge_024,2.642,slice_2,eMBB,HTTP/3,2.404,0.191,16.03,0.117,1.648,954,0.0,1,-58,12.69,42.81,72.4,static,video_analytics,9.431,0.5,tiny_ml,9.07,7.096,hybrid,dtls,True,1,3,False,medium,21.291,1,,7.36,24.835,0
129,2025-09-12T18:38:59,aut_43913,autonomous_vehicle,Ahmedabad,edge_033,5.813,slice_10,eMBB,HTTP/3,85.905,14.441,1.002,0.139,101.341,476,1.71,0,-57,62.93,96.45,81.5,mobile,video_analytics,7.071,5.0,tiny_ml,0.883,104.683,edge,tls,True,0,0,False,high,2.636,1,,1.038,0.932,0
130,2025-09-17T03:22:41,ind_55656,industrial_sensor,Jaipur,edge_022,0.195,slice_8,eMBB,HTTP/3,1.025,2.387,7.481,0.578,-1.704,171,1.552,0,-61,20.55,37.89,78.1,static,control_command,20.287,0.1,none,5.416,0.56,cloud,secure_element,True,0,0,False,medium,-7.986,1,,4.427,12.961,0
131,2025-09-10T11:15:08,wea_77632,wearable,Bengaluru,edge_036,0.207,slice_8,eMBB,HTTP/3,0.243,0.829,11.107,1.222,8.184,50,1.627,0,-61,5.69,12.46,34.1,aerial,anomaly_detection,169.076,10.0,tiny_ml,6.828,0.362,edge,tls,True,0,0,False,high,14.095,1,,7.141,23.385,0
132,2025-09-30T00:39:31,sma_18200,smart_meter,Ahmedabad,edge_007,3.82,slice_4,eMBB,QUIC,0.274,0.422,67.662,3.863,-0.22,74,2.597,1,-69,5.71,8.21,100.0,vehicular,telemetry_aggregation,5.997,10.0,tiny_ml,55.67,0.03,edge,blockchain_enabled,True,0,0,True,medium,97.541,1,,59.976,129.519,0
133,2025-09-30T15:35:44,sma_90541,smart_meter,Bengaluru,edge_006,3.901,slice_5,URLLC,HTTP/3,0.261,0.26,33.516,2.763,0.961,425,1.047,0,-57,4.47,9.35,81.0,mobile,anomaly_detection,21.206,1.0,tiny_ml,28.81,0.068,edge,tls,True,0,0,False,low,46.016,1,,24.285,60.58,1
134,2025-09-16T00:30:59,ind_74178,industrial_sensor,Bengaluru,edge_009,1.286,slice_10,mMTC,HTTP/3,1.357,1.626,9.198,0.166,4.328,103,2.455,1,-65,12.41,27.32,1.0,aerial,anomaly_detection,117.434,5.0,tiny_ml,5.591,1.647,edge,none,False,1,3,False,low,14.517,1,,4.58,12.521,0
135,2025-09-03T11:57:18,aut_84107,autonomous_vehicle,Hyderabad,edge_049,2.567,slice_4,URLLC,QUIC,21.853,46.909,1.42,0.755,74.325,665,0.0,0,-75,84.69,74.57,31.5,aerial,anomaly_detection,25.901,5.0,none,1.153,43.506,cloud,tls,True,0,0,False,medium,-4.401,1,,1.284,6.783,1
136,2025-09-28T12:32:50,sma_67850,smart_camera,Kolkata,edge_014,0.76,slice_4,mMTC,HTTP/3,11.412,7.746,14.982,2.562,20.459,71,0.712,1,-70,44.6,57.55,46.1,static,image_inference,77.222,5.0,npu,12.066,9.616,local,tls,True,0,0,False,medium,9.374,1,,11.509,34.445,0
137,2025-10-01T21:52:04,tra_31755,traffic_sensor,Hyderabad,edge_009,4.845,slice_1,eMBB,QUIC,0.916,0.645,12.31,2.129,-4.869,219,0.0,0,-69,20.98,49.89,36.1,vehicular,control_command,10.671,1.0,edge_tpu,9.105,0.936,hybrid,tls,True,1,2,False,high,16.286,0,,7.674,18.61,0
138,2025-09-15T11:06:18,tra_17770,traffic_sensor,Bengaluru,edge_042,3.172,slice_4,mMTC,HTTP/3,1.82,4.712,19.991,2.189,-0.1,324,1.441,1,-56,15.16,43.1,48.6,aerial,voice_processing,88.6,50.0,tiny_ml,12.514,0.739,edge,tls,True,0,0,False,medium,27.716,1,,13.829,31.274,0
139,2025-09-27T00:43:58,aut_62802,autonomous_vehicle,Delhi,edge_048,2.676,slice_6,mMTC,QUIC,80.163,48.971,2.096,0.222,127.286,207,0.981,1,-77,63.22,78.71,96.4,static,voice_processing,25.405,5.0,edge_tpu,0.905,23.207,edge,tls,True,0,0,False,medium,5.701,1,,1.031,4.654,0
140,2025-09-26T00:23:03,tra_37767,traffic_sensor,Chennai,edge_018,0.096,slice_9,eMBB,QUIC,1.88,5.177,10.03,0.517,2.704,139,1.287,0,-65,34.8,46.29,61.1,static,control_command,106.32,0.1,edge_tpu,8.673,1.211,local,tls,True,0,0,False,high,19.574,1,,8.976,22.633,0
141,2025-09-08T09:41:22,tra_36518,traffic_sensor,Delhi,edge_042,2.461,slice_5,mMTC,HTTP/3,1.139,1.998,15.958,1.298,6.969,329,0.852,1,-61,25.47,41.5,100.0,mobile,telemetry_aggregation,71.96,10.0,tiny_ml,9.808,0.691,cloud,tls,True,0,0,False,high,16.002,1,,8.479,25.163,0
142,2025-09-05T18:48:17,wea_72496,wearable,Lucknow,edge_009,0.839,slice_8,eMBB,HTTP/3,0.563,0.563,22.329,0.886,0.899,187,0.56,2,-53,6.65,17.6,13.5,aerial,telemetry_aggregation,19.499,1.0,gpu,17.93,0.286,local,blockchain_enabled,True,0,0,True,high,34.206,1,,14.453,34.622,0
143,2025-09-20T13:54:07,sma_27973,smart_meter,Bengaluru,edge_050,2.407,slice_3,mMTC,HTTP/3,0.01,0.315,74.669,3.986,1.15,67,1.434,0,-68,7.19,5.96,65.8,vehicular,voice_processing,17.432,0.5,edge_tpu,55.5,0.026,edge,tls,True,1,1,False,low,71.358,1,,59.958,135.301,0
144,2025-09-07T23:29:17,aut_28351,autonomous_vehicle,Kolkata,edge_038,1.311,slice_6,mMTC,UDP,23.072,147.294,2.997,1.201,166.109,136,1.069,0,-75,72.83,79.58,34.8,vehicular,anomaly_detection,77.951,100.0,tiny_ml,1.651,39.323,edge,dtls,True,1,2,False,medium,-9.757,1,,1.684,7.475,0
145,2025-09-04T15:34:38,tra_48737,traffic_sensor,Jaipur,edge_016,1.737,slice_8,URLLC,TCP,4.106,1.912,9.427,2.528,6.293,595,0.981,0,-74,27.96,26.89,77.5,vehicular,predictive_maintenance,78.573,0.5,none,5.493,1.541,edge,blockchain_enabled,True,1,0,True,medium,21.775,1,,5.824,15.03,1
146,2025-09-30T12:19:40,aut_12187,autonomous_vehicle,Pune,edge_005,0.605,slice_1,eMBB,CoAP,48.287,40.219,1.615,2.507,91.179,181,2.497,0,-61,42.61,60.12,56.6,aerial,anomaly_detection,137.425,1.0,tiny_ml,0.769,63.929,edge,tls,True,0,0,False,high,9.732,1,,0.865,5.302,0
147,2025-09-28T00:56:22,wea_30365,wearable,Kolkata,edge_021,6.054,slice_2,eMBB,HTTP/3,0.281,0.595,31.315,1.818,2.174,663,0.894,0,-72,9.16,12.04,1.0,mobile,video_analytics,67.871,0.5,tiny_ml,17.369,0.958,edge,blockchain_enabled,True,1,0,True,medium,37.729,1,,16.912,52.721,0
148,2025-09-08T15:51:46,aut_11660,autonomous_vehicle,Pune,edge_045,1.73,slice_6,eMBB,QUIC,22.753,31.026,2.303,1.36,58.896,347,1.267,0,-63,70.87,75.92,100.0,mobile,telemetry_aggregation,3.302,10.0,gpu,1.957,16.682,local,secure_element,True,1,0,False,medium,4.922,1,,1.663,5.687,0
149,2025-09-29T23:50:51,aut_44465,autonomous_vehicle,Mumbai,edge_041,1.763,slice_6,eMBB,HTTP/3,43.426,50.613,2.364,0.614,86.684,746,0.138,0,-64,68.11,60.2,100.0,static,predictive_maintenance,31.966,10.0,npu,0.949,29.196,cloud,tls,True,1,0,False,low,1.854,1,,1.116,4.396,0
150,2025-09-19T16:03:47,sma_71835,smart_camera,Bengaluru,edge_025,6.21,slice_1,mMTC,QUIC,0.007,18.63,15.098,0.546,22.127,434,1.328,1,-48,53.36,82.7,46.9,vehicular,telemetry_aggregation,215.58,10.0,npu,10.354,2.759,cloud,secure_element,True,0,0,False,high,13.209,1,,10.541,29.127,0
151,2025-09-12T20:01:44,sma_33507,smart_camera,Pune,edge_034,0.109,slice_8,URLLC,UDP,3.075,6.603,6.298,0.856,4.638,713,0.0,0,-53,59.8,64.66,51.7,aerial,predictive_maintenance,378.027,0.5,gpu,4.48,6.387,edge,tls,True,1,1,False,medium,18.764,1,,4.687,9.417,1
152,2025-09-28T12:47:14,rob_35614,robotic_arm,Hyderabad,edge_049,3.792,slice_7,URLLC,HTTP/3,21.487,5.477,2.615,0.642,22.222,262,0.0,0,-56,45.95,78.89,90.5,static,telemetry_aggregation,10.882,50.0,edge_tpu,1.997,11.003,cloud,dtls,True,0,0,False,high,0.454,1,,2.343,3.094,1
153,2025-09-25T21:15:17,wea_65026,wearable,Bengaluru,edge_004,0.386,slice_1,eMBB,CoAP,0.13,0.95,21.223,1.774,1.415,142,0.734,0,-58,7.63,20.38,78.9,vehicular,voice_processing,23.227,1.0,npu,15.251,0.236,edge,tls,True,0,0,False,medium,30.155,1,,17.884,39.307,0
154,2025-09-08T08:17:09,sma_67014,smart_camera,Delhi,edge_016,5.644,slice_7,mMTC,TCP,14.691,4.25,14.342,1.052,15.953,734,0.922,1,-62,55.87,36.97,27.9,static,anomaly_detection,100.039,50.0,gpu,6.494,6.919,local,tls,True,0,0,False,medium,15.312,1,,6.681,20.547,0
155,2025-09-19T09:26:05,aut_80244,autonomous_vehicle,Hyderabad,edge_050,3.5,slice_5,eMBB,UDP,42.942,88.926,2.597,0.517,124.871,368,0.345,2,-56,97.7,87.91,10.6,static,predictive_maintenance,54.412,5.0,none,2.296,44.145,cloud,blockchain_enabled,True,0,0,True,medium,19.856,1,,2.11,3.297,0
156,2025-09-10T10:34:13,sma_44100,smart_meter,Kolkata,edge_002,5.034,slice_9,eMBB,HTTP/3,0.005,0.4,70.986,4.241,7.112,121,2.57,1,-52,4.92,6.69,76.0,static,control_command,168.146,1.0,edge_tpu,42.612,0.052,local,blockchain_enabled,True,1,1,True,medium,76.016,1,,51.085,128.562,0
157,2025-09-30T10:52:39,aut_86326,autonomous_vehicle,Mumbai,edge_017,2.964,slice_4,mMTC,CoAP,53.964,57.773,3.342,1.12,114.431,109,0.117,2,-61,73.5,93.29,100.0,vehicular,image_inference,111.412,10.0,tiny_ml,2.061,78.746,hybrid,tls,True,0,0,False,medium,5.842,1,,2.21,13.068,0
158,2025-09-22T17:05:57,tra_99550,traffic_sensor,Chennai,edge_012,2.866,slice_5,mMTC,HTTP/3,3.295,1.916,14.397,0.646,5.585,319,0.284,1,-68,26.22,28.37,69.5,mobile,telemetry_aggregation,10.388,50.0,npu,6.39,1.156,edge,tls,True,0,0,False,medium,27.365,1,,6.156,20.492,0
159,2025-09-28T09:24:20,wea_92674,wearable,Kolkata,edge_002,4.624,slice_8,mMTC,QUIC,0.324,0.195,21.321,0.86,-2.73,69,0.951,0,-70,9.56,9.19,100.0,aerial,control_command,22.377,0.5,edge_tpu,17.171,0.297,local,blockchain_enabled,True,0,0,True,medium,30.157,1,,17.582,40.178,0
160,2025-09-19T08:26:21,rob_79393,robotic_arm,Lucknow,edge_050,6.056,slice_2,mMTC,HTTP/3,9.914,23.433,2.536,1.496,34.758,129,0.0,0,-74,49.78,70.4,28.9,static,telemetry_aggregation,116.144,0.5,tiny_ml,1.507,8.144,hybrid,tls,True,0,0,False,low,6.335,0,,1.456,4.428,0
